Rk,Year,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
70,2009,Andrew Raycroft\raycran01,28,COL,31,27,12,16,0,90,836,746,0.892,3.14,0,3.5,1722,12,0.444,4,118,-13.5,0,0,0,2
71,2009,Pekka Rinne\rinnepe01,26,NSH,52,49,29,15,4,119,1435,1316,0.917,2.38,7,9.9,2999,28,0.571,8,91,12.32,0,1,1,6
72,2009,Dwayne Roloson\rolosdw01,39,EDM,63,62,28,24,9,166,1953,1787,0.915,2.77,1,13.1,3597,36,0.581,9,93,12.72,0,1,1,10
73,2009,Dany Sabourin\sabouda01,28,PIT,19,16,6,8,2,47,463,416,0.898,2.85,0,2.2,989,8,0.5,3,111,-4.63,0,0,0,2
74,2009,Curtis Sanford\sanfocu01,29,VAN,19,15,7,8,0,42,448,406,0.906,2.59,1,2.6,973,7,0.467,3,102,-1,0,0,0,2
75,2009,Cory Schneider\schneco01,22,VAN,8,5,2,4,1,20,162,142,0.877,3.38,0,0.4,355,1,0.2,1,,,0,0,0,0
76,2009,Marek Schwarz\schwama01,22,STL,2,0,0,0,0,0,5,5,1,0,0,0.1,15,0,,0,,,0,0,0,0
77,2009,Mike Smith\smithmi01,26,TBL,41,40,14,18,9,108,1282,1174,0.916,2.62,2,8.7,2471,25,0.625,4,92,9.31,0,1,1,23
78,2009,Tobias Stephan\stephto01,25,DAL,10,5,1,3,1,27,208,181,0.87,3.7,0,0.4,438,1,0.2,3,,,0,1,1,0
79,2009,Mikael Tellqvist\tellqmi01,29,TOT,21,16,9,6,1,47,533,486,0.912,2.74,0,3.4,1028,9,0.563,2,96,1.77,0,0,0,0
79,2009,Mikael Tellqvist\tellqmi01,29,PHX,15,13,7,5,1,38,408,370,0.907,2.86,0,2.4,798,7,0.538,2,102,-0.66,0,0,0,0
79,2009,Mikael Tellqvist\tellqmi01,29,BUF,6,3,2,1,0,9,125,116,0.928,2.35,0,1,230,2,0.667,0,,,0,0,0,0
80,2009,Jose Theodore\theodjo01,32,WSH,57,55,32,17,5,157,1572,1415,0.9,2.87,2,7.9,3287,26,0.473,12,109,-13.15,0,3,3,6
81,2009,Tim Thomas\thomati01,34,BOS,54,53,36,11,7,114,1694,1580,0.933,2.1,5,14.7,3259,39,0.736,3,74,41.02,0,1,1,6
82,2009,Josh Tordjman\tordjjo01,24,PHX,2,2,0,2,0,8,62,54,0.871,4.08,0,0.1,118,0,0,0,,,0,0,0,0
83,2009,Vesa Toskala\toskave01,31,TOR,53,52,22,17,11,166,1518,1352,0.891,3.26,1,6,3056,23,0.442,13,120,-27.09,0,0,0,2
84,2009,Marty Turco\turcoma01,33,DAL,74,74,33,31,10,203,1993,1790,0.898,2.81,3,9.6,4327,38,0.514,22,111,-20.62,0,5,5,18
85,2009,Steve Valiquette\valiqst01,31,NYR,15,12,5,5,2,39,421,382,0.907,2.84,1,2.5,823,7,0.583,1,101,-0.47,0,1,1,2
86,2009,Semyon Varlamov\varlasi01,20,WSH,6,5,4,0,1,13,159,146,0.918,2.37,0,1.1,329,4,0.8,1,,,0,0,0,2
87,2009,Tomas Vokoun\vokouto01,32,FLA,59,55,26,23,6,138,1855,1717,0.926,2.49,6,14.6,3324,33,0.6,4,81,31.75,0,1,1,2
88,2009,Cam Ward\wardca01,24,CAR,68,68,39,23,5,160,1901,1741,0.916,2.44,6,12.9,3928,43,0.632,10,92,13.96,0,1,1,4
89,2009,Kevin Weekes\weekeke01,33,NJD,16,13,7,5,0,32,399,367,0.92,2.42,0,2.9,795,8,0.615,1,88,4.51,0,0,0,0
1,2010,Craig Anderson\andercr01,28,COL,71,71,38,25,7,186,2233,2047,0.917,2.63,7,14.8,4235,41,0.577,10,94,12.14,0,3,3,16
2,2010,Alex Auld\auldal01,29,TOT,24,20,9,7,3,64,610,546,0.895,2.96,0,2.5,1300,8,0.4,4,118,-9.87,0,2,2,2
2,2010,Alex Auld\auldal01,29,DAL,21,19,9,6,3,59,558,499,0.894,3,0,2.2,1181,7,0.368,4,119,-9.49,0,2,2,2
2,2010,Alex Auld\auldal01,29,NYR,3,1,0,1,0,5,52,47,0.904,2.53,0,0.3,119,1,1,0,,,0,0,0,0
3,2010,Johan Backlund\backljo01,28,PHI,1,1,0,1,0,2,24,22,0.917,3,0,0.2,40,1,1,0,,,0,0,0,0
4,2010,Niklas Backstrom\backsni01,31,MIN,60,58,26,23,8,158,1632,1474,0.903,2.72,2,8.3,3489,31,0.534,13,109,-13.19,0,1,1,4
5,2010,Jonathan Bernier\bernijo01,21,LAK,3,3,3,0,0,4,94,90,0.957,1.3,1,1.1,185,2,0.667,0,,,0,1,1,0
6,2010,Martin Biron\bironma01,32,NYI,29,26,9,14,4,89,859,770,0.896,3.27,1,3.7,1634,9,0.346,3,117,-12.78,0,1,1,2
7,2010,Brian Boucher\bouchbr01,33,PHI,33,26,9,18,3,80,796,716,0.899,2.76,1,3.7,1742,15,0.577,7,113,-9.37,0,1,1,2
8,2010,Martin Brodeur*\brodema01,37,NJD,77,76,45,25,6,168,2004,1836,0.916,2.24,9,13.2,4499,43,0.566,14,94,9.82,0,3,3,6
9,2010,Mike Brodeur\brodemi01,26,OTT,3,3,3,0,0,3,87,84,0.966,1,1,1.1,180,3,1,0,,,0,0,0,0
10,2010,Ilya Bryzgalov\bryzgil01,29,PHX,69,68,42,20,6,156,1961,1805,0.92,2.29,8,13.9,4084,43,0.632,10,90,18,0,1,1,4
11,2010,Peter Budaj\budajpe01,27,COL,15,11,5,5,2,32,386,354,0.917,2.64,1,2.6,728,8,0.727,1,93,2.25,0,1,1,0
12,2010,Scott Clemmensen\clemmsc01,32,FLA,23,20,9,8,2,59,668,609,0.912,2.91,1,4,1215,10,0.5,3,100,0.27,0,0,0,0
13,2010,Matt Climie\climima01,26,DAL,1,1,0,1,0,5,38,33,0.868,5,0,0,60,0,0,0,,,0,0,0,0
14,2010,Ty Conklin\conklty01,33,STL,26,21,10,10,2,60,764,704,0.921,2.48,4,5.5,1451,13,0.619,2,89,7.79,0,1,1,4
15,2010,Corey Crawford\crawfco01,25,CHI,1,1,0,1,0,3,35,32,0.914,3.04,0,0.2,59,1,1,0,,,0,0,0,0
16,2010,John Curry\curryjo01,25,PIT,1,1,0,1,0,5,14,9,0.643,12.25,0,-0.4,24,0,0,1,,,0,0,0,0
17,2010,Yann Danis\danisya01,28,NJD,12,6,3,2,1,16,207,191,0.923,2.05,0,1.5,467,3,0.5,1,,,0,0,0,0
18,2010,Jeff Deslauriers\drouije01,25,EDM,48,47,16,28,4,152,1529,1377,0.901,3.26,3,7.3,2798,21,0.447,11,112,-16.33,0,3,3,8
19,2010,Rick DiPietro\dipieri01,28,NYI,8,6,2,5,0,20,201,181,0.9,2.6,1,1,462,3,0.5,0,,,0,1,1,2
20,2010,Wade Dubielewicz\dubiewa01,31,MIN,3,1,1,1,0,5,34,29,0.853,2.98,0,0,101,0,0,1,,,0,0,0,0
21,2010,Devan Dubnyk\dubnyde01,23,EDM,19,16,4,10,2,64,579,515,0.889,3.57,0,2,1075,5,0.313,4,125,-12.62,0,0,0,0
22,2010,Jeremy Duchesne\ducheje01,23,PHI,1,0,0,0,0,1,4,3,0.75,3.59,0,-0.1,17,0,,0,,,0,0,0,0
23,2010,Brian Elliott\elliobr01,24,OTT,55,47,29,18,4,130,1424,1294,0.909,2.57,5,8.1,3038,25,0.532,9,103,-3.65,0,1,1,0
24,2010,Dan Ellis\ellisda01,29,NSH,31,28,15,13,1,77,848,771,0.909,2.69,1,4.9,1715,14,0.5,5,102,-1.76,0,1,1,4
25,2010,Ray Emery\emeryra01,27,PHI,29,29,16,11,1,74,783,709,0.905,2.64,3,4.2,1684,16,0.552,6,107,-4.52,0,1,1,2
26,2010,Jhonas Enroth\enrotjh01,21,BUF,1,1,0,1,0,4,37,33,0.892,4.12,0,0.1,58,0,0,0,,,0,0,0,0
27,2010,Erik Ersberg\ersbeer01,27,LAK,11,7,4,3,2,22,234,212,0.906,2.4,0,1.3,551,4,0.571,1,,,0,0,0,0
28,2010,Marc-Andre Fleury\fleurma01,25,PIT,67,65,37,21,6,168,1772,1604,0.905,2.65,1,9.4,3798,30,0.462,11,107,-10.77,0,1,1,10
29,2010,Mathieu Garon\garonma01,32,CBJ,35,27,12,9,6,83,858,775,0.903,2.81,2,4.4,1771,17,0.63,7,109,-6.87,0,0,0,2
30,2010,Jean-Sebastien Giguere\gigueje01,32,TOT,35,32,10,15,7,96,1031,935,0.907,2.85,3,5.7,2023,14,0.438,4,105,-4.52,0,0,0,2
30,2010,Jean-Sebastien Giguere\gigueje01,32,ANA,20,17,4,8,5,58,580,522,0.9,3.14,1,2.7,1108,6,0.353,3,113,-6.54,0,0,0,2
30,2010,Jean-Sebastien Giguere\gigueje01,32,TOR,15,15,6,7,2,38,451,413,0.916,2.49,2,2.9,915,8,0.533,1,95,2.02,0,0,0,0
31,2010,Thomas Greiss\greisth01,24,SJS,16,10,7,4,1,35,399,364,0.912,2.68,0,2.4,782,7,0.7,0,99,0.4,0,0,0,2
32,2010,Jonas Gustavsson\gustajo01,25,TOR,42,39,16,15,9,112,1146,1034,0.902,2.87,1,5.7,2340,14,0.359,5,110,-10.31,0,2,2,2
33,2010,Jaroslav Halak\halakja01,24,MTL,45,43,26,13,5,105,1386,1281,0.924,2.4,5,10.4,2630,26,0.605,5,85,17.98,0,0,0,0
34,2010,Josh Harding\hardijo01,25,MIN,25,22,9,12,0,66,692,626,0.905,3.05,1,3.6,1300,9,0.409,4,107,-4.6,0,1,1,4
35,2010,Johan Hedberg\hedbejo01,36,ATL,47,42,21,16,6,115,1355,1240,0.915,2.62,3,8.7,2632,23,0.548,6,96,5.23,0,1,1,6
36,2010,Jonas Hiller\hillejo01,27,ANA,59,58,30,23,4,152,1860,1708,0.918,2.73,2,12.7,3338,32,0.552,7,92,13.04,0,2,2,0
37,2010,Jimmy Howard\howarja02,25,DET,63,60,37,15,10,141,1849,1708,0.924,2.26,3,13.8,3740,36,0.6,7,86,23.06,0,2,2,2
38,2010,Cristobal Huet\huetcr01,34,CHI,48,46,26,14,4,114,1083,969,0.895,2.5,4,4.4,2731,24,0.522,13,119,-17.9,0,0,0,4
39,2010,Brent Johnson\johnsbr02,32,PIT,23,15,10,6,1,51,541,490,0.906,2.76,0,2.9,1108,8,0.533,3,106,-3,0,1,1,0
40,2010,Chad Johnson\johnsch02,23,NYR,5,4,1,2,1,11,135,124,0.919,2.35,0,0.9,281,2,0.5,0,,,0,1,1,0
41,2010,Nikolai Khabibulin\khabini01,37,EDM,18,18,7,9,2,55,602,547,0.909,3.03,0,3.4,1089,9,0.5,1,103,-1.58,0,0,0,4
42,2010,Anton Khudobin\khudoan01,23,MIN,2,1,2,0,0,1,48,47,0.979,0.86,0,0.7,69,1,1,0,,,0,0,0,0
43,2010,Miikka Kiprusoff\kiprumi01,33,CGY,73,71,35,28,10,163,2035,1872,0.92,2.31,4,14.3,4235,44,0.62,9,90,17.57,0,0,0,4
44,2010,Jason LaBarbera\labarja01,30,PHX,17,13,8,5,1,33,459,426,0.928,2.13,0,3.7,928,10,0.769,2,81,7.73,0,0,0,0
45,2010,Patrick Lalime\lalimpa01,35,BUF,16,13,4,8,2,40,432,392,0.907,2.81,0,2.4,854,6,0.462,3,104,-1.67,0,0,0,2
46,2010,Pascal Leclaire\leclapa01,27,OTT,34,31,12,14,2,93,822,729,0.887,3.2,0,2.6,1745,14,0.452,9,128,-20.06,0,0,0,2
47,2010,Manny Legace\legacma01,36,CAR,28,24,10,7,5,69,745,676,0.907,2.81,1,4.1,1472,11,0.458,4,104,-2.9,0,1,1,0
48,2010,Kari Lehtonen\lehtoka01,26,DAL,12,10,6,4,0,31,350,319,0.911,2.81,0,2.1,663,5,0.5,1,100,0.06,0,1,1,0
49,2010,Michael Leighton\leighmi01,28,TOT,34,31,17,9,2,85,899,814,0.905,2.83,1,4.8,1799,19,0.613,6,107,-5.23,0,1,1,0
49,2010,Michael Leighton\leighmi01,28,PHI,27,26,16,5,2,60,735,675,0.918,2.48,1,5,1449,18,0.692,4,92,5.22,0,1,1,0
49,2010,Michael Leighton\leighmi01,28,CAR,7,5,1,4,0,25,164,139,0.848,4.28,0,-0.2,350,1,0.2,2,,,0,0,0,0
50,2010,Henrik Lundqvist\lundqhe01,27,NYR,73,72,35,27,10,167,2109,1942,0.921,2.38,4,15,4204,44,0.611,10,89,20.13,0,1,1,0
51,2010,Roberto Luongo\luongro01,30,VAN,68,67,40,22,4,167,1915,1748,0.913,2.57,4,11.8,3899,41,0.612,10,98,2.92,0,0,0,0
52,2010,Joey MacDonald\macdojo01,29,TOR,6,5,1,4,0,17,157,140,0.892,3.2,0,0.6,319,2,0.4,1,,,0,0,0,0
53,2010,Chris Mason\masonch02,33,STL,61,61,30,22,8,148,1699,1551,0.913,2.53,2,10.5,3512,36,0.59,10,98,2.75,0,0,0,0
54,2010,Steve Mason\masonst01,21,CBJ,58,54,20,26,9,163,1653,1490,0.901,3.05,5,8,3201,25,0.463,15,111,-16.33,0,2,2,2
55,2010,Curtis McElhinney\mcelhcu01,26,TOT,20,14,8,5,2,51,523,472,0.902,2.99,0,2.6,1023,6,0.429,1,110,-4.59,0,0,0,0
55,2010,Curtis McElhinney\mcelhcu01,26,ANA,10,7,5,1,2,24,288,264,0.917,2.76,0,1.9,521,4,0.571,0,,,0,0,0,0
55,2010,Curtis McElhinney\mcelhcu01,26,CGY,10,7,3,4,0,27,235,208,0.885,3.22,0,0.7,502,2,0.286,1,,,0,0,0,0
56,2010,Ryan Miller\millery01,29,BUF,69,67,41,18,8,150,2098,1948,0.929,2.22,5,16.8,4047,48,0.716,6,81,36.16,0,0,0,4
57,2010,Evgeni Nabokov\nabokev01,34,SJS,71,71,44,16,10,170,2168,1998,0.922,2.43,3,15.6,4194,45,0.634,11,88,22.37,0,0,0,6
58,2010,Michal Neuvirth\neuvimi01,21,WSH,17,16,9,4,0,40,464,424,0.914,2.75,0,2.9,872,10,0.625,4,97,1.17,0,0,0,0
59,2010,Antti Niemi\niemian02,26,CHI,39,35,26,7,4,82,936,854,0.912,2.25,7,5.7,2190,17,0.486,7,99,1.05,0,1,1,0
60,2010,Antero Niittymaki\niittan01,29,TBL,49,45,21,18,5,127,1388,1261,0.909,2.87,1,7.9,2657,21,0.467,11,103,-3.84,0,1,1,0
61,2010,Chris Osgood\osgooch01,37,DET,23,21,7,9,4,63,561,498,0.888,3.02,1,1.8,1252,9,0.429,7,127,-13.22,0,1,1,0
62,2010,Ondrej Pavelec\pavelon01,22,ATL,42,40,14,18,7,127,1353,1226,0.906,3.29,2,7.3,2317,17,0.425,6,106,-6.95,0,1,1,0
63,2010,Alexander Pechurski\pechual01,19,PIT,1,0,0,0,0,1,13,12,0.923,1.69,0,0.1,36,0,,0,,,0,0,0,0
64,2010,Justin Peters\peterju01,23,CAR,9,8,6,3,0,23,241,218,0.905,2.83,0,1.3,488,4,0.5,2,,,0,0,0,0
65,2010,Carey Price\priceca01,22,MTL,41,39,13,20,5,109,1244,1135,0.912,2.77,0,7.6,2358,21,0.538,4,99,1.38,0,1,1,8
66,2010,Jonathan Quick\quickjo01,24,LAK,72,71,39,24,7,180,1927,1747,0.907,2.54,4,10.5,4258,34,0.479,13,105,-9.02,0,1,1,2
67,2010,Tuukka Rask\rasktu01,22,BOS,45,39,22,12,5,84,1221,1137,0.931,1.97,5,10.2,2562,29,0.744,2,78,24.34,0,3,3,2
68,2010,Andrew Raycroft\raycran01,29,VAN,21,14,9,5,1,39,438,399,0.911,2.42,1,2.6,967,8,0.571,2,100,-0.14,0,0,0,4
69,2010,Pekka Rinne\rinnepe01,27,NSH,58,54,32,16,5,137,1541,1404,0.911,2.53,7,9.2,3246,25,0.463,7,100,-0.27,0,0,0,2
70,2010,Dwayne Roloson\rolosdw01,40,NYI,50,49,23,18,7,145,1555,1410,0.907,3,1,8.5,2897,27,0.551,10,105,-7.02,0,0,0,14
71,2010,Alexander Salak\salakal01,23,FLA,2,0,0,1,0,6,40,34,0.85,5.41,0,0,67,0,,0,,,0,0,0,0
72,2010,Cory Schneider\schneco01,23,VAN,2,1,0,1,0,5,59,54,0.915,3.81,0,0.4,79,1,1,0,,,0,0,0,0
73,2010,Mike Smith\smithmi01,27,TBL,42,36,13,18,7,117,1165,1048,0.9,3.09,2,5.4,2273,17,0.472,6,113,-13.63,0,0,0,14
74,2010,Jose Theodore\theodjo01,33,WSH,47,42,30,7,7,121,1352,1231,0.911,2.81,1,8,2586,25,0.595,7,101,-1.04,0,2,2,0
75,2010,Tim Thomas\thomati01,35,BOS,43,42,17,18,8,104,1221,1117,0.915,2.56,5,7.8,2442,26,0.619,9,96,4.34,0,0,0,8
76,2010,Dustin Tokarski\tokardu01,20,TBL,2,0,0,0,0,3,16,13,0.813,4.06,0,-0.1,44,0,,0,,,0,0,0,0
77,2010,Vesa Toskala\toskave01,32,TOT,32,26,9,12,3,93,773,680,0.88,3.48,1,1.8,1605,9,0.346,8,136,-24.41,0,0,0,4
77,2010,Vesa Toskala\toskave01,32,TOR,26,23,7,12,3,85,676,591,0.874,3.66,1,1.2,1393,7,0.304,7,142,-25.02,0,0,0,4
77,2010,Vesa Toskala\toskave01,32,CGY,6,3,2,0,0,8,97,89,0.918,2.27,0,0.7,212,2,0.667,1,,,0,0,0,0
78,2010,Marty Turco\turcoma01,34,DAL,53,51,22,20,11,140,1605,1465,0.913,2.72,4,9.9,3088,29,0.569,8,98,2.41,0,4,4,10
79,2010,Steve Valiquette\valiqst01,32,NYR,6,5,2,3,0,19,128,109,0.852,3.74,1,-0.1,305,2,0.4,2,,,0,0,0,0
80,2010,Semyon Varlamov\varlasi01,21,WSH,26,23,15,4,6,65,718,653,0.909,2.55,2,4.2,1527,11,0.478,3,102,-1.29,0,1,1,0
81,2010,Tomas Vokoun\vokouto01,33,FLA,63,62,23,28,11,157,2081,1924,0.925,2.55,7,15.7,3695,38,0.613,6,85,27.65,0,2,2,0
82,2010,Cam Ward\wardca01,25,CAR,47,44,18,23,5,119,1409,1290,0.916,2.69,0,9.2,2651,25,0.568,4,95,6.02,0,3,3,0
83,2010,Matt Zaba\zabama01,26,NYR,1,0,0,0,0,2,16,14,0.875,3.56,0,0,34,0,,0,,,0,0,0,0
1,2011,Craig Anderson\andercr01,29,TOT,51,49,24,20,4,135,1546,1411,0.913,2.83,2,9.2,2865,29,0.592,10,100,-0.32,0,1,1,4
1,2011,Craig Anderson\andercr01,29,COL,33,31,13,15,3,99,957,858,0.897,3.28,0,3.9,1810,15,0.484,9,119,-15.63,0,1,1,4
1,2011,Craig Anderson\andercr01,29,OTT,18,18,11,5,1,36,589,553,0.939,2.05,2,5.3,1055,14,0.778,1,70,15.31,0,0,0,0
2,2011,Alex Auld\auldal01,30,MTL,16,12,6,2,2,33,383,350,0.914,2.64,0,2.3,749,6,0.5,2,99,0.37,0,1,1,2
3,2011,Richard Bachman\bachmri01,23,DAL,1,0,0,0,0,0,4,4,1,0,0,0.1,10,0,,0,,,0,0,0,0
4,2011,Niklas Backstrom\backsni01,32,MIN,51,50,22,23,5,132,1566,1434,0.916,2.66,3,9.8,2978,29,0.58,9,97,4.42,0,1,1,2
5,2011,Jonathan Bernier\bernijo01,22,LAK,25,22,11,8,3,57,652,595,0.913,2.48,3,3.9,1378,14,0.636,5,100,-0.2,0,0,0,0
6,2011,Martin Biron\bironma01,33,NYR,17,15,8,6,0,33,426,393,0.923,2.13,0,3,928,10,0.667,1,89,4.11,0,0,0,0
7,2011,Ben Bishop\bishobe01,24,STL,7,5,3,4,0,17,168,151,0.899,2.77,1,0.7,369,2,0.4,3,,,0,0,0,0
8,2011,Sergei Bobrovsky\bobrose01,22,PHI,54,52,28,13,8,130,1527,1397,0.915,2.59,0,9.4,3017,34,0.654,6,98,3.03,0,2,2,2
9,2011,Brian Boucher\bouchbr01,34,PHI,34,29,18,10,4,76,902,826,0.916,2.42,0,5.7,1885,17,0.586,3,97,2.58,0,0,0,0
10,2011,Martin Brodeur*\brodema01,38,NJD,56,54,23,26,3,127,1313,1186,0.903,2.45,6,6.3,3116,28,0.519,9,111,-12.62,0,2,2,2
11,2011,Mike Brodeur\brodemi01,27,OTT,4,1,0,1,0,7,42,35,0.833,4.34,0,-0.1,97,0,0,1,,,0,0,0,0
12,2011,Ilya Bryzgalov\bryzgil01,30,PHX,68,67,36,20,10,168,2125,1957,0.921,2.48,7,14.7,4060,40,0.597,6,91,17.12,0,0,0,2
13,2011,Peter Budaj\budajpe01,28,COL,45,39,15,21,4,130,1234,1104,0.895,3.2,1,4.7,2439,13,0.333,7,121,-22.5,0,1,1,6
14,2011,Scott Clemmensen\clemmsc01,33,FLA,31,25,8,11,7,74,833,759,0.911,2.62,1,4.8,1696,10,0.4,4,102,-1.43,0,1,1,2
15,2011,Matt Climie\climima01,27,PHX,1,0,0,0,0,1,16,15,0.938,1.85,0,0.1,32,0,,0,,,0,0,0,0
16,2011,Ty Conklin\conklty01,34,STL,25,20,8,8,4,69,582,513,0.881,3.22,2,1.3,1285,6,0.3,7,136,-18.3,0,0,0,4
17,2011,Corey Crawford\crawfco01,26,CHI,57,55,33,18,6,128,1545,1417,0.917,2.3,4,10,3337,34,0.618,6,95,6.59,0,1,1,2
18,2011,Mark Dekanich\dekanma01,24,NSH,1,0,0,0,0,3,25,22,0.88,3.6,0,0.1,50,0,,0,,,0,0,0,0
19,2011,Cedrick Desjardins\desjace01,25,TBL,2,2,2,0,0,2,63,61,0.968,1,0,0.8,120,2,1,0,,,0,0,0,0
20,2011,Rick DiPietro\dipieri01,29,NYI,26,25,8,14,4,88,773,685,0.886,3.44,1,2.2,1533,9,0.36,7,131,-20.66,0,1,1,25
21,2011,Devan Dubnyk\dubnyde01,24,EDM,35,33,12,13,8,93,1103,1010,0.916,2.71,2,6.9,2061,18,0.545,6,97,3.09,0,0,0,2
22,2011,Brian Elliott\elliobr01,25,TOT,55,51,15,27,9,166,1551,1385,0.893,3.34,3,5.6,2983,17,0.333,15,123,-30.88,0,0,0,0
22,2011,Brian Elliott\elliobr01,25,OTT,43,39,13,19,8,122,1147,1025,0.894,3.19,3,4.2,2293,14,0.359,12,122,-22.08,0,0,0,0
22,2011,Brian Elliott\elliobr01,25,COL,12,12,2,8,1,44,404,360,0.891,3.83,0,1.4,690,3,0.25,3,125,-8.81,0,0,0,0
23,2011,Dan Ellis\ellisda01,30,TOT,44,37,21,10,7,111,1089,978,0.898,2.77,2,4.6,2408,16,0.432,10,117,-16.13,0,1,1,0
23,2011,Dan Ellis\ellisda01,30,TBL,31,26,13,7,6,82,741,659,0.889,2.93,2,2.4,1679,10,0.385,8,127,-17.45,0,1,1,0
23,2011,Dan Ellis\ellisda01,30,ANA,13,11,8,3,1,29,348,319,0.917,2.39,0,2.2,729,6,0.545,2,96,1.32,0,0,0,0
24,2011,Ray Emery\emeryra01,28,ANA,10,9,7,2,0,20,272,252,0.926,2.28,0,2.1,527,5,0.556,0,,,0,0,0,0
25,2011,Jhonas Enroth\enrotjh01,22,BUF,14,13,9,2,2,35,377,342,0.907,2.73,1,2,769,7,0.538,2,107,-2.16,0,0,0,0
26,2011,Marc-Andre Fleury\fleurma01,26,PIT,65,62,36,20,5,143,1742,1599,0.918,2.32,3,11.4,3695,37,0.597,10,94,8.76,0,1,1,10
27,2011,Mathieu Garon\garonma01,33,CBJ,36,29,10,14,6,88,887,799,0.901,2.72,3,4,1938,10,0.345,5,114,-10.73,0,1,1,2
28,2011,Martin Gerber\gerbema01,36,EDM,3,3,3,0,0,4,95,91,0.958,1.3,0,1.1,185,3,1,0,,,0,1,1,0
29,2011,Jean-Sebastien Giguere\gigueje01,33,TOR,33,26,11,11,4,78,777,699,0.9,2.87,0,3.4,1633,13,0.5,3,115,-10.31,0,0,0,4
30,2011,Jonas Gustavsson\gustajo01,26,TOR,23,21,6,13,2,68,620,552,0.89,3.28,0,2.1,1242,6,0.286,4,126,-13.99,0,0,0,0
31,2011,Jaroslav Halak\halakja01,25,STL,57,57,27,21,7,136,1518,1382,0.91,2.48,7,8.6,3294,32,0.561,7,103,-3.76,0,0,0,6
32,2011,Johan Hedberg\hedbejo01,37,NJD,34,27,15,12,2,68,777,709,0.912,2.38,3,4.6,1717,17,0.63,4,100,-0.31,0,1,1,4
33,2011,Jonas Hiller\hillejo01,28,ANA,49,46,26,16,3,114,1493,1379,0.924,2.56,5,10.8,2672,26,0.565,5,88,16.06,0,1,1,0
34,2011,Braden Holtby\holtbbr01,21,WSH,14,12,10,2,2,22,332,310,0.934,1.79,2,2.8,736,8,0.667,2,76,6.92,0,1,1,0
35,2011,Jimmy Howard\howarja02,26,DET,63,63,37,17,5,168,1830,1662,0.908,2.79,2,9.9,3615,30,0.476,8,105,-8.58,0,1,1,4
36,2011,Brent Johnson\johnsbr02,33,PIT,23,20,13,5,3,47,604,557,0.922,2.17,1,4.3,1297,15,0.75,4,89,5.62,0,1,1,24
37,2011,Chad Johnson\johnsch02,24,NYR,1,0,0,0,0,2,11,9,0.818,6,0,-0.1,20,0,,0,,,0,0,0,0
38,2011,Henrik Karlsson\karlshe01,27,CGY,17,11,4,5,6,36,391,355,0.908,2.58,0,2.1,838,6,0.545,3,106,-1.94,0,0,0,0
39,2011,Nikolai Khabibulin\khabini01,38,EDM,47,46,10,32,4,153,1389,1236,0.89,3.4,2,4.5,2701,15,0.326,12,126,-32,0,0,0,12
40,2011,Anton Khudobin\khudoan01,24,MIN,4,3,2,1,0,5,86,81,0.942,1.59,1,0.8,189,2,0.667,1,,,0,0,0,0
41,2011,Miikka Kiprusoff\kiprumi01,34,CGY,71,71,37,24,6,182,1935,1753,0.906,2.63,6,10,4156,39,0.549,14,108,-13.43,0,1,1,2
42,2011,Mikko Koskinen\koskimi01,22,NYI,4,4,2,1,0,15,118,103,0.873,4.33,0,0.1,208,2,0.5,2,,,0,0,0,0
43,2011,Jason LaBarbera\labarja01,31,PHX,17,15,7,6,3,48,529,481,0.909,3.26,2,2.9,883,10,0.667,3,104,-1.92,0,0,0,2
44,2011,Patrick Lalime\lalimpa01,36,BUF,7,4,0,5,0,18,163,145,0.89,2.96,0,0.5,365,0,0,1,,,0,1,1,0
45,2011,Nathan Lawson\lawsona01,27,NYI,10,7,1,4,2,26,243,217,0.893,4.06,0,0.9,384,3,0.429,2,,,0,0,0,0
46,2011,Pascal Leclaire\leclapa01,28,OTT,14,13,4,7,1,36,391,355,0.908,2.83,0,2.1,763,8,0.615,1,106,-1.94,0,0,0,0
47,2011,Robin Lehner\lehnero01,19,OTT,8,5,1,4,0,20,178,158,0.888,3.52,0,0.5,341,1,0.2,2,,,0,0,0,2
48,2011,Kari Lehtonen\lehtoka01,27,DAL,69,68,34,24,11,175,2043,1868,0.914,2.55,3,12.5,4119,38,0.559,8,98,2.98,0,6,6,6
49,2011,Michael Leighton\leighmi01,29,PHI,1,1,1,0,0,4,36,32,0.889,4.01,0,0.1,60,0,0,0,,,0,0,0,0
50,2011,David LeNeveu\lenevda01,27,CBJ,1,0,0,0,0,2,12,10,0.833,6,0,0,20,0,,0,,,0,0,0,0
51,2011,Anders Lindback\lindban01,22,NSH,22,18,11,5,2,49,576,527,0.915,2.6,2,3.6,1131,12,0.667,2,98,1.18,0,0,0,0
52,2011,Henrik Lundqvist\lundqhe01,28,NYR,68,67,36,27,5,152,1965,1813,0.923,2.28,11,14,4007,36,0.537,9,89,19.18,0,4,4,6
53,2011,Roberto Luongo\luongro01,31,VAN,60,60,38,15,7,126,1753,1627,0.928,2.11,4,13.6,3590,40,0.667,4,83,26.71,0,3,3,2
